valuation_id,valuation_amount,valuation_date,property_id
147,945.0,5-5-2005,147
148,1261.98,11-25-2013,148
149,4995.0,1-5-2019,149
150,2465.37,1-2-2014,150
151,1566.0,11-13-2021,151
152,1188.0,10-1-2002,152
153,6345.0,12-27-2001,153
154,1350.0,10-15-2015,154
155,826.2,2-27-2024,155
156,1350.0,8-22-2016,156
157,3645.0,11-5-2024,157
158,3915.0,1-24-2009,158
159,20520.0,11-4-2011,159
160,1296.0,9-29-2008,160
161,864.0,3-23-2012,161
162,4050.0,4-28-2024,162
163,11340.0,1-9-2004,163
164,4725.0,12-5-2011,164
165,1174.23,6-28-2012,165
166,2025.0,10-26-2020,166
167,1741.5,5-16-2012,167
168,1620.0,6-30-2015,168
169,1890.0,10-18-2010,169
170,2673.0,10-6-2017,170
171,297.0,8-20-2016,171
172,1741.5,10-8-2021,172
173,1512.0,8-24-2011,173
174,1755.0,4-7-2015,174
175,2700.0,6-24-2010,175
176,2295.0,2-28-2010,176
177,378.0,8-1-2017,177
178,1809.0,11-21-2023,178
179,972.0,9-10-2005,179
180,1377.0,8-14-2013,180
181,4185.0,3-4-2011,181
182,3915.0,9-14-2006,182
183,2970.0,9-1-2022,183
184,1404.0,5-21-2013,184
185,8100.0,11-11-2003,185
186,1503.9,2-11-2006,186
187,1242.0,3-20-2024,187
188,1533.6,9-1-2013,188
189,1404.0,9-25-2007,189
190,2970.0,9-5-2001,190
191,2160.0,12-12-2019,191
192,8775.0,2-5-2007,192
193,6750.0,8-17-2021,193
194,1620.0,8-28-2009,194
195,2646.0,8-21-2005,195
196,1566.0,12-2-2014,196
197,3105.0,5-30-2011,197
198,1512.0,1-27-2018,198
199,1296.0,12-22-2003,199
200,2214.0,11-16-2004,200
201,1890.0,8-7-2003,201
202,1285.2,1-12-2023,202
203,1431.0,2-23-2019,203
204,1458.0,11-15-2011,204
205,1314.9,11-8-2010,205
206,2376.0,8-18-2010,206
207,2349.0,11-25-2012,207
208,1174.5,6-18-2004,208
209,5130.0,3-19-2014,209
210,11556.0,10-5-2007,210
211,1755.0,3-8-2006,211
212,2403.0,3-24-2017,212
213,2113.8300000000004,12-6-2018,213
214,2700.0,10-15-2020,214
215,1755.0,9-1-2010,215
216,3807.0,5-14-2005,216
217,729.0,4-13-2004,217
218,2106.0,12-29-2013,218
219,2653.8300000000004,2-18-2002,219
220,3375.0,8-28-2000,220
221,2430.0,1-2-2004,221
222,2038.5,6-26-2007,222
223,1195.56,8-22-2000,223
224,2020.1399999999999,8-1-2000,224
225,7020.0,2-17-2007,225
226,1944.0,1-14-2015,226
227,3105.0,3-11-2005,227
228,3213.0,9-29-2001,228
229,597.78,9-28-2005,229
230,1522.8,7-5-2005,230
231,1620.0,4-16-2011,231
232,1485.0,7-14-2017,232
233,1134.0,2-13-2000,233
234,2970.0,11-20-2003,234
235,1755.0,1-17-2013,235
236,1053.0,10-9-2003,236
237,3483.0,3-30-2024,237
238,4050.0,4-10-2003,238
239,1620.0,7-14-2015,239
240,444.15,6-8-2007,240
241,4860.0,6-30-2010,241
242,444.15,5-9-2004,242
243,2268.0,11-15-2019,243
244,1957.5,8-17-2013,244
245,2430.0,6-18-2009,245
246,1080.0,10-25-2013,246
247,1890.0,6-20-2020,247
248,7560.0,12-2-2013,248
249,4995.0,2-6-2018,249
250,540.0,9-19-2023,250
251,1485.0,1-27-2009,251
252,2511.0,9-2-2005,252
253,607.5,6-9-2024,253
254,1863.0,6-9-2004,254
255,2565.0,8-9-2008,255
256,972.0,1-18-2013,256
257,1701.0,2-28-2021,257
258,4590.0,3-16-2001,258
259,4590.0,11-20-2007,259
260,8100.0,11-15-2010,260
261,2038.5,4-2-2002,261
262,1185.3,9-11-2014,262
263,1617.3,10-8-2007,263
264,1328.4,11-15-2000,264
265,1425.6,6-26-2001,265
266,1242.0,7-15-2004,266
267,1662.6599999999999,8-25-2010,267
268,702.0,10-2-2012,268
269,3240.0,11-14-2005,269
270,864.0,1-7-2012,270
271,3537.0,8-21-2002,271
272,1215.0,7-27-2021,272
273,2970.0,7-23-2013,273
274,1996.65,1-26-2007,274
275,3564.0,7-26-2009,275
276,2184.3,2-7-2003,276
277,6750.0,7-12-2001,277
278,2469.15,12-15-2019,278
279,1485.0,11-7-2019,279
280,931.5,5-7-2013,280
281,2700.0,12-22-2021,281
282,6750.0,11-22-2008,282
283,2127.6,11-9-2012,283
284,1242.0,1-6-2012,284
285,2538.0,4-25-2007,285
286,1080.0,2-29-2010,286
287,1512.0,7-5-2015,287
288,1350.0,11-7-2008,288
289,698.76,11-10-2009,289
290,1383.75,5-6-2018,290
291,1188.0,11-26-2006,291
292,1215.0,11-17-2018,292
293,2651.4,8-18-2016,293
294,1350.0,12-2-2003,294
295,2025.0,11-17-2008,295
296,2646.0,1-2-2021,296
297,1269.0,8-9-2007,297
298,3240.0,12-10-2013,298
299,3780.0,1-7-2005,299
300,2808.0,11-1-2021,300
301,796.5,8-23-2012,301
302,1890.0,9-22-2008,302
303,2700.0,10-7-2004,303
304,2835.0,4-27-2019,304
305,1215.0,6-27-2014,305
306,702.0,2-12-2002,306
307,2565.0,10-9-2005,307
308,1755.0,5-17-2018,308
309,4050.0,1-28-2025,309
310,2700.0,6-1-2005,310
311,3105.0,8-19-2010,311
312,1499.85,9-12-2013,312
313,1809.0,4-8-2006,313
314,1255.5,8-18-2022,314
315,4860.0,10-19-2010,315
316,729.0,11-12-2017,316
317,2025.0,12-4-2021,317
318,1404.0,2-18-2002,318
319,1377.0,7-21-2017,319
320,2243.4300000000003,1-29-2025,320
321,1755.0,4-26-2001,321
322,3456.0,7-30-2011,322
323,4455.0,12-11-2011,323
324,11205.0,5-27-2025,324
325,10800.0,8-30-2017,325
326,1512.0,10-9-2018,326
327,1485.0,7-15-2012,327
328,1404.0,8-8-2013,328
329,1485.0,4-3-2008,329
330,2565.0,12-3-2014,330
331,1809.0,2-4-2016,331
332,5346.0,11-5-2012,332
333,1998.0,12-7-2021,333
334,5805.0,12-17-2008,334
335,1566.0,2-2-2005,335
336,1215.0,7-22-2010,336
337,6210.0,12-28-2003,337
338,1728.0,11-14-2024,338
339,2133.0,3-3-2000,339
340,1296.0,1-28-2022,340
341,1080.0,8-3-2017,341
342,2052.0,6-26-2020,342
343,4050.0,11-4-2015,343
344,581.3100000000001,4-18-2008,344
345,1755.0,10-8-2014,345
346,3780.0,7-15-2004,346
347,1332.72,9-20-2021,347
348,4050.0,8-27-2005,348
349,1998.0,8-22-2008,349
350,1167.75,6-30-2023,350
351,2079.0,11-30-2006,351
352,2025.0,8-28-2024,352
353,1539.0,7-21-2003,353
354,765.45,4-4-2005,354
355,9855.0,8-10-2006,355
356,3375.0,1-2-2019,356
357,1350.0,11-27-2014,357
358,9045.0,10-1-2009,358
359,1350.0,12-19-2020,359
360,2404.0800000000004,1-8-2015,360
361,2430.0,2-3-2008,361
362,6210.0,2-12-2002,362
363,499.5,7-26-2018,363
364,1404.0,12-3-2017,364
365,314.82,3-25-2022,365
366,1782.0,9-3-2015,366
367,1620.0,3-23-2018,367
368,1053.0,10-1-2005,368
369,1620.0,5-24-2016,369
370,5724.0,7-17-2013,370
371,1485.0,12-28-2007,371
372,1755.0,8-30-2019,372
373,7425.0,9-15-2022,373
374,1263.6,8-30-2002,374
375,2916.0,5-20-2023,375
376,2970.0,10-11-2005,376
377,807.3,11-26-2001,377
378,2565.0,10-5-2021,378
379,2079.0,10-3-2020,379
380,3105.0,11-17-2008,380
381,2430.0,3-29-2008,381
382,972.0,1-16-2015,382
383,1188.0,8-17-2023,383
384,675.0,4-28-2020,384
385,1080.0,8-18-2022,385
386,2133.0,5-10-2006,386
387,3618.0,2-19-2005,387
388,3267.0,3-26-2000,388
389,2538.0,1-22-2007,389
390,1236.33,11-5-2003,390
391,891.0,5-13-2018,391
392,2916.0,7-28-2000,392
393,1431.0,8-12-2005,393
394,1566.0,10-25-2022,394
395,864.0,4-10-2024,395
396,1485.0,4-21-2011,396
397,3240.0,11-28-2019,397
398,3240.0,4-1-2007,398
399,1215.0,5-2-2019,399
400,4347.0,2-24-2009,400
401,6210.0,4-11-2005,401
402,1755.0,12-1-2005,402
403,4725.0,6-26-2020,403
404,2214.0,6-27-2009,404
405,4455.0,3-25-2023,405
406,3375.0,8-12-2004,406
407,11070.0,3-3-2015,407
408,59400.0,3-6-2006,408
409,1674.0,9-2-2019,409
410,499.5,4-11-2021,410
411,1026.0,6-20-2025,411
412,1026.0,2-16-2013,412
413,6750.0,8-6-2001,413
414,1741.5,7-9-2001,414
415,2376.0,9-13-2020,415
416,1674.0,5-20-2015,416
417,4050.0,6-4-2020,417
418,1485.0,11-15-2020,418
419,849.96,8-28-2023,419
420,1620.0,10-26-2005,420
421,2781.0,1-14-2019,421
422,715.5,12-29-2004,422
423,2025.0,7-28-2024,423
424,1809.0,2-1-2002,424
425,2295.0,4-10-2005,425
426,2133.0,1-29-2021,426
427,1485.0,11-21-2009,427
428,1485.0,3-15-2006,428
429,3780.0,7-4-2000,429
430,1863.0,1-16-2005,430
431,1863.0,5-6-2004,431
432,1272.24,10-10-2003,432
433,1298.7,3-5-2010,433
434,6750.0,9-19-2015,434
435,6480.0,7-27-2010,435
436,1485.0,1-15-2011,436
437,1843.8300000000002,9-18-2003,437
438,1080.0,6-18-2005,438
439,2970.0,8-16-2012,439
440,18900.0,11-18-2002,440
441,2052.0,10-23-2021,441
442,2565.0,2-2-2006,442
443,1539.0,9-12-2023,443
444,2700.0,7-4-2020,444
445,1917.0,9-14-2001,445
446,2565.0,10-20-2015,446
447,935.55,4-12-2009,447
448,3645.0,10-24-2007,448
449,2106.0,4-22-2022,449
450,1497.69,9-12-2023,450
451,6804.0,3-29-2020,451
452,1998.81,3-9-2016,452
453,5400.0,2-15-2018,453
454,1485.0,6-16-2008,454
455,8775.0,1-14-2013,455
456,819.45,9-8-2004,456
457,2646.0,3-15-2024,457
458,1267.92,2-15-2025,458
459,9720.0,6-11-2001,459
460,3240.0,3-13-2007,460
461,951.2099999999999,12-23-2007,461
462,810.0,3-30-2022,462
463,1701.0,3-7-2011,463
464,1350.0,10-25-2005,464
465,3402.0,4-3-2016,465
466,3510.0,5-6-2009,466
467,2970.0,10-19-2015,467
468,1458.0,8-17-2006,468
469,5940.0,5-18-2003,469
470,2565.0,9-23-2003,470
471,1080.0,3-3-2003,471
472,6210.0,5-13-2011,472
473,1138.32,9-5-2025,473
474,4455.0,8-16-2011,474
475,2646.0,5-23-2001,475
476,1674.0,11-11-2016,476
477,6345.0,4-24-2013,477
478,1998.0,2-10-2018,478
479,1354.5900000000001,12-8-2018,479
480,7020.0,9-29-2022,480
481,4860.0,12-26-2015,481
482,1755.0,2-17-2024,482
483,5130.0,9-16-2020,483
484,1512.0,5-3-2015,484
485,10800.0,1-27-2012,485
486,2673.0,3-4-2016,486
487,1323.0,3-23-2002,487
488,1620.0,4-16-2018,488
489,3240.0,5-2-2025,489
490,9099.0,9-16-2005,490
491,1566.0,2-10-2000,491
492,2549.34,12-2-2014,492
493,1417.5,12-13-2023,493
494,1701.0,11-11-2002,494
495,1431.0,4-5-2012,495
496,1215.0,2-2-2001,496
497,864.0,5-26-2008,497
498,972.0,12-19-2012,498
499,1309.5,6-15-2010,499
500,1215.0,5-5-2007,500
501,2565.0,8-29-2012,501
502,1566.0,12-1-2014,502
503,1856.25,2-26-2009,503
504,702.0,7-15-2016,504
505,1026.0,1-4-2013,505
506,1080.0,4-13-2024,506
507,945.0,12-25-2009,507
508,1215.0,1-26-2022,508
509,1890.0,11-12-2008,509
510,4455.0,10-23-2009,510
511,1107.0,2-2-2022,511
512,1809.0,11-20-2003,512
513,2430.0,8-18-2022,513
514,3915.0,12-3-2013,514
515,2160.0,4-4-2014,515
516,4158.0,7-26-2020,516
517,1755.0,3-29-2021,517
518,7425.0,10-4-2022,518
519,1296.0,7-11-2020,519
520,3105.0,12-20-2023,520
521,2970.0,12-16-2014,521
522,3375.0,1-3-2006,522
523,1890.0,4-12-2015,523
524,12555.0,6-24-2000,524
525,1153.98,7-11-2018,525
526,2295.0,9-23-2005,526
527,675.0,4-28-2002,527
528,3240.0,11-21-2009,528
529,4320.0,5-4-2007,529
530,1269.0,5-12-2001,530
531,1228.5,12-20-2010,531
532,1215.0,6-26-2025,532
533,1782.0,9-15-2025,533
534,6615.0,3-16-2013,534
535,1308.9599999999998,11-15-2019,535
536,1836.0,4-14-2009,536
537,1323.0,11-23-2004,537
538,5670.0,2-17-2000,538
539,14256.0,5-3-2016,539
540,1072.7099999999998,11-12-2022,540
541,2727.0,2-7-2022,541
542,2430.0,1-7-2005,542
543,2673.0,12-14-2006,543
544,1672.65,11-26-2003,544
545,13473.0,10-11-2017,545
546,1701.0,7-10-2017,546
547,3780.0,8-29-2017,547
548,1350.0,8-26-2003,548
549,1721.7900000000002,5-22-2010,549
550,7020.0,3-15-2008,550
551,1449.0900000000001,10-1-2014,551
552,1458.0,10-16-2016,552
553,1134.0,2-1-2019,553
554,3915.0,12-21-2002,554
555,2160.0,11-3-2007,555
556,1080.0,3-23-2001,556
557,735.75,9-20-2000,557
558,675.0,1-27-2003,558
559,4725.0,3-6-2012,559
560,2160.0,3-20-2025,560
561,899.64,1-3-2012,561
562,1350.0,6-11-2023,562
563,4320.0,8-1-2002,563
564,760.05,9-15-2025,564
565,2268.0,1-30-2010,565
566,8100.0,2-26-2007,566
567,2700.0,2-26-2020,567
568,2322.0,10-20-2022,568
569,1485.0,12-4-2013,569
570,8505.0,1-25-2018,570
571,3375.0,10-7-2017,571
572,1871.1,5-18-2018,572
573,6075.0,1-12-2010,573
574,3240.0,9-20-2008,574
575,1584.9,3-22-2011,575
576,2160.0,8-10-2006,576
577,1755.0,2-4-2005,577
578,1971.0,1-24-2009,578
579,922.9950000000001,12-1-2005,579
580,1215.0,9-18-2013,580
581,972.0,11-1-2024,581
582,1242.0,6-8-2001,582
583,8451.0,5-8-2003,583
584,4860.0,6-5-2007,584
585,1321.65,7-8-2004,585
586,1080.0,8-5-2025,586
587,2754.0,7-22-2002,587
588,1134.0,5-25-2004,588
589,1026.0,10-24-2007,589
590,2025.0,9-8-2014,590
591,4050.0,9-21-2007,591
592,3105.0,2-22-2025,592
593,499.5,5-16-2009,593
594,2646.0,5-5-2020,594
595,1755.0,3-10-2020,595
596,1215.0,4-19-2005,596
597,2295.0,5-15-2006,597
598,1207.17,7-28-2022,598
599,2295.0,10-4-2009,599
600,6021.0,8-10-2000,600
601,2430.0,12-24-2015,601
602,1620.0,7-3-2005,602
603,1890.0,1-25-2011,603
604,3780.0,7-23-2004,604
605,59400.0,12-27-2020,605
606,675.0,1-16-2017,606
607,1324.89,2-10-2024,607
608,999.0,8-16-2022,608
609,7020.0,10-22-2011,609
610,11475.0,9-26-2013,610
611,1485.0,5-30-2015,611
612,1236.6,9-23-2011,612
613,1080.0,1-16-2017,613
614,4050.0,12-5-2018,614
615,6750.0,9-11-2022,615
616,1134.0,7-2-2007,616
617,1890.0,7-18-2019,617
618,9720.0,2-25-2001,618
619,2700.0,6-19-2009,619
620,3618.0,3-24-2019,620
621,2565.0,4-22-2014,621
622,2565.0,12-25-2013,622
623,972.0,6-15-2013,623
624,2565.0,5-5-2014,624
625,2700.0,9-17-2019,625
626,1620.0,11-17-2021,626
627,1323.0,1-1-2003,627
628,2295.0,1-25-2000,628
629,1890.0,6-15-2024,629
630,1512.0,7-21-2001,630
631,4320.0,11-20-2011,631
632,1350.0,5-11-2001,632
633,675.0,1-28-2017,633
634,6750.0,11-30-2008,634
635,783.0,12-29-2024,635
636,2322.0,8-16-2016,636
637,1755.0,1-25-2014,637
638,4320.0,10-25-2011,638
639,8775.0,6-24-2020,639
640,1296.0,12-24-2017,640
641,17820.0,10-15-2010,641
642,1425.6,9-1-2007,642
643,1080.0,2-22-2016,643
644,2160.0,12-1-2000,644
645,1269.0,9-13-2016,645
646,1674.0,11-29-2014,646
647,1409.4,7-19-2001,647
648,7155.0,5-12-2021,648
649,7074.0,3-28-2015,649
650,1620.0,11-8-2020,650
651,4050.0,2-22-2022,651
652,951.2099999999999,2-9-2015,652
653,1566.0,9-28-2018,653
654,1566.0,10-22-2024,654
655,1242.0,7-23-2015,655
656,7020.0,11-26-2022,656
657,1782.0,5-23-2000,657
658,1215.0,2-26-2006,658
659,1819.53,7-4-2008,659
660,2106.0,3-20-2005,660
661,1299.51,8-28-2005,661
662,1241.4599999999998,8-1-2014,662
663,5400.0,2-4-2024,663
664,1215.0,12-25-2007,664
665,3510.0,8-15-2019,665
666,5400.0,10-15-2012,666
667,1040.85,12-28-2017,667
668,2916.0,12-20-2025,668
669,10125.0,7-8-2009,669
670,1890.0,7-10-2012,670
671,2079.0,9-23-2013,671
672,12015.0,12-16-2002,672
673,2115.1800000000003,7-17-2017,673
674,3510.0,10-9-2010,674
675,3105.0,10-8-2007,675
676,1350.0,1-22-2001,676
677,4050.0,11-10-2010,677
678,3240.0,9-12-2010,678
679,2700.0,1-12-2022,679
680,1539.0,6-16-2012,680
681,10125.0,10-17-2016,681
682,1345.95,11-4-2023,682
683,4455.0,5-12-2006,683
684,1080.0,6-2-2024,684
685,3780.0,4-1-2024,685
686,1512.0,12-6-2025,686
687,2943.0,10-7-2002,687
688,2249.1,7-10-2011,688
689,2997.0,1-2-2002,689
690,1566.0,3-18-2000,690
691,1667.25,6-14-2019,691
692,1485.0,8-1-2021,692
693,3240.0,2-4-2016,693
694,1620.0,9-8-2000,694
695,3240.0,3-29-2015,695
696,1173.9599999999998,8-14-2003,696
697,3753.0,5-27-2019,697
698,1090.53,7-14-2013,698
699,2349.0,8-22-2011,699
700,877.23,8-15-2003,700
701,1188.0,12-5-2002,701
702,14809.5,3-1-2014,702
703,2052.0,7-11-2001,703
704,2659.5,8-26-2002,704
705,765.18,5-9-2014,705
706,4293.0,10-26-2019,706
707,689.3100000000001,6-12-2006,707
708,661.5,10-29-2018,708
709,1215.0,3-6-2001,709
710,2214.0,4-3-2025,710
711,864.0,7-13-2019,711
712,4320.0,3-25-2002,712
713,1458.0,3-23-2012,713
714,2457.0,6-24-2019,714
715,1674.0,2-19-2014,715
716,2214.0,4-20-2006,716
717,1096.47,8-28-2009,717
718,1917.0,2-9-2004,718
719,6075.0,12-9-2003,719
720,2430.0,5-11-2023,720
721,2700.0,1-15-2023,721
722,1134.0,3-3-2020,722
723,1539.0,6-29-2008,723
724,1539.0,12-25-2000,724
725,2295.0,11-29-2022,725
726,3375.0,7-15-2007,726
727,4320.0,2-7-2003,727
728,5940.0,4-16-2001,728
729,1296.0,5-7-2015,729
730,1431.0,1-27-2020,730
731,1687.5,3-1-2013,731
732,3186.0,4-22-2012,732
733,1404.0,3-1-2005,733
734,1269.0,4-1-2013,734
735,1405.08,4-24-2007,735
736,13500.0,2-4-2001,736
737,1016.28,3-24-2025,737
738,1782.0,7-13-2008,738
739,4374.0,6-17-2022,739
740,945.0,10-4-2003,740
741,540.8100000000001,6-2-2012,741
742,1618.65,3-14-2010,742
743,33750.0,11-24-2019,743
744,594.0,6-25-2003,744
745,1296.0,7-26-2014,745
746,1404.0,8-29-2001,746
747,1620.0,6-30-2003,747
748,3780.0,12-29-2014,748
749,14850.0,2-18-2010,749
750,3402.0,2-27-2001,750
751,2619.0,6-18-2012,751
752,2079.0,5-12-2013,752
753,2669.7599999999998,7-30-2013,753
754,1174.77,9-9-2011,754
755,2295.0,6-18-2013,755
756,1444.5,12-6-2020,756
757,4320.0,3-7-2008,757
758,972.0,6-20-2010,758
759,4185.0,11-22-2017,759
760,1053.0,8-12-2000,760
761,1215.0,7-5-2013,761
762,1485.0,11-9-2015,762
763,994.95,9-29-2013,763
764,1485.0,5-6-2015,764
765,2970.0,7-18-2002,765
766,1565.73,5-30-2008,766
767,2430.0,10-14-2010,767
768,3510.0,2-29-2015,768
769,1809.0,11-29-2012,769
770,5130.0,1-15-2011,770
771,810.0,4-22-2004,771
772,1618.2450000000001,2-21-2010,772
773,2419.47,4-2-2003,773
774,1566.0,11-8-2020,774
775,2511.0,2-29-2004,775
776,1620.0,5-13-2001,776
777,4050.0,2-4-2009,777
778,5481.0,2-20-2018,778
779,4050.0,6-9-2019,779
780,891.0,10-18-2016,780
781,1107.0,7-15-2015,781
782,756.0,3-2-2000,782
783,2052.0,10-5-2010,783
784,2025.0,8-28-2021,784
785,2227.5,3-17-2014,785
786,1755.0,3-5-2022,786
787,4104.0,3-4-2022,787
788,2430.0,9-25-2011,788
789,1755.0,1-3-2021,789
790,1596.51,7-29-2019,790
791,1782.54,11-21-2006,791
792,2241.0,4-22-2009,792
793,1404.0,2-28-2008,793
794,8100.0,6-27-2024,794
795,2079.0,2-23-2015,795
796,1701.0,11-9-2015,796
797,1107.0,5-1-2009,797
798,1150.2,12-23-2025,798
799,3024.0,10-1-2004,799
800,1613.52,5-11-2006,800
801,12231.0,4-15-2010,801
802,1647.0,9-2-2006,802
803,1242.0,10-13-2024,803
804,1080.0,4-30-2013,804
805,2025.0,12-27-2004,805
806,1674.0,12-21-2017,806
807,1593.0,7-23-2001,807
808,3645.0,7-17-2016,808
809,2673.0,2-12-2011,809
810,2160.0,10-2-2022,810
811,2997.0,9-2-2021,811
812,1817.1,4-29-2010,812
813,1155.33,9-22-2002,813
814,2268.0,11-10-2003,814
815,747.36,1-24-2005,815
816,891.0,10-7-2013,816
817,2646.0,4-14-2019,817
818,2249.1,5-20-2018,818
819,5265.0,2-2-2008,819
820,1029.51,4-26-2022,820
821,2290.41,4-19-2002,821
822,942.3,5-13-2010,822
823,8100.0,1-29-2018,823
824,1363.23,1-18-2011,824
825,3510.0,8-29-2002,825
826,2430.0,12-30-2016,826
827,2565.0,1-7-2004,827
828,2025.0,8-17-2020,828
829,810.0,6-11-2020,829
830,2241.0,10-11-2005,830
831,1053.0,3-22-2021,831
832,2700.0,7-21-2015,832
833,405.0,2-20-2019,833
834,1080.0,8-6-2020,834
835,1215.0,12-9-2020,835
836,1856.25,10-3-2000,836
837,1539.0,8-11-2023,837
838,1863.0,2-8-2021,838
839,4050.0,4-24-2000,839
840,17820.0,9-11-2000,840
841,2025.0,6-23-2022,841
842,1485.0,9-27-2011,842
843,1067.0400000000002,5-12-2004,843
844,1566.0,9-5-2020,844
845,2565.0,3-25-2004,845
846,3051.0,10-11-2010,846
847,972.0,7-3-2012,847
848,5238.0,11-16-2003,848
849,1174.5,3-28-2014,849
850,1591.2450000000001,6-13-2002,850
851,2337.66,4-27-2014,851
852,2538.0,7-26-2024,852
853,1890.0,4-16-2015,853
854,4968.0,7-19-2010,854
855,16200.0,3-9-2023,855
856,2214.0,7-11-2019,856
857,1944.0,7-22-2003,857
858,2484.0,7-22-2021,858
859,735.4799999999999,10-12-2005,859
860,3375.0,5-20-2024,860
861,17280.0,1-3-2006,861
862,1389.69,5-17-2000,862
863,1404.0,7-4-2007,863
864,1107.0,5-3-2018,864
865,1109.7,5-19-2015,865
866,2160.0,12-17-2016,866
867,1539.0,6-27-2022,867
868,1256.85,8-10-2023,868
869,1979.1,5-19-2016,869
